CHR,POS,gene_code,GENE,FUNCTION,NOTES,,,,,,
chr11,578942,NAG,NAG,,,,,,,,
chr11,579792,NAG,NAG,,,,,,,,
chr11,580181, YKR075C, - Protein of unknown function; similar to YOR062Cp and Reg1p; expression regulated by glucose and Rgt1p; GFP-fusion protein is induced in response to the DNA-damaging agent MMS,,,,,,,,
chr11,580415, YKR075W-A, - Dubious open reading frame unlikely to encode a protein; completely overlaps the uncharacterized gene YKR075W; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching,,,,,,
chr11,581056,NAG,NAG,,,,,,,,
chr11,588609, YKR079C,TRZ1 - tRNA 3'-end processing endonuclease tRNase Z; also localized to mitochondria and interacts genetically with Rex2 exonuclease; homolog of the human candidate prostate cancer susceptibility gene ELAC2,,,,,,,,
chr11,589369,NAG,NAG,,,,,,,,
chr11,589580,NAG,NAG,,,,,,,,
chr11,589759,NAG,NAG,,,,,,,,
chr11,594744, YKR082W,NUP133 - Subunit of the Nup84p subcomplex of the nuclear pore complex (NPC), localizes to both sides of the NPC, required to establish a normal nucleocytoplasmic concentration gradient of the GTPase Gsp1p,,,,,,
chr11,594835, YKR082W,NUP133 - Subunit of the Nup84p subcomplex of the nuclear pore complex (NPC), localizes to both sides of the NPC, required to establish a normal nucleocytoplasmic concentration gradient of the GTPase Gsp1p,,,,,,
chr11,600024, YKR086W,###############################################################################################################################################################################################################################################################,,,,,,,,
chr11,600406, YKR086W,###############################################################################################################################################################################################################################################################,,,,,,,,
chr11,600423, YKR086W,###############################################################################################################################################################################################################################################################,,,,,,,,
chr11,613391, YKR092C,SRP40 - Nucleolar, serine-rich protein with a role in preribosome assembly or transport; may function as a chaperone of small nucleolar ribonucleoprotein particles (snoRNPs); immunologically and structurally to rat Nopp140,,,,,,,
chr11,613780, YKR092C,SRP40 - Nucleolar, serine-rich protein with a role in preribosome assembly or transport; may function as a chaperone of small nucleolar ribonucleoprotein particles (snoRNPs); immunologically and structurally to rat Nopp140,,,,,,,
chr11,613967,NAG,NAG,,,,,,,,
chr11,617557,NAG,NAG,,,,,,,,
chr11,629063, YKR096W, - Protein of unknown function that may interact with ribosomes, based on co-purification experiments; green fluorescent protein (GFP)-fusion protein localizes to the nucleus and cytoplasm; predicted to contain a PINc domain,,,,,,,
chr11,634726, YKR098C,UBP11 - Ubiquitin-specific protease that cleaves ubiquitin from ubiquitinated proteins,,,,,,,,
chr11,637026, YKR099W,BAS1 - Myb-related transcription factor involved in regulating basal and induced expression of genes of the purine and histidine biosynthesis pathways; also involved in regulation of meiotic recombination at specific genes,,,,,,,,
chr11,638422,NAG,NAG,,,,,,,,
chr11,645204,NAG,NAG,,,,,,,,
chr11,655246, YKR103W,NFT1 - Putative transporter of the multidrug resistance-associated protein (MRP) subfamily; adjacent ORFs YKR103W and YKR104W are merged in different strain backgrounds.,,,,,,,,
chr11,666614, TEL11R, - Telomeric region on the right arm of Chromosome XI, composed of an X element core sequence, X element combinatorial repeats, and a terminal stretch of telomeric repeats,,,,,
chr11,666629, TEL11R, - Telomeric region on the right arm of Chromosome XI, composed of an X element core sequence, X element combinatorial repeats, and a terminal stretch of telomeric repeats,,,,,
chr11,68221,NAG,NAG,,,,,,,,
chr11,68454, YKL198C,PTK1 - Putative serine/threonine protein kinase that regulates spermine uptake; involved in polyamine transport; possible mitochondrial protein,,,,,,,,
chr11,78838,NAG,NAG,,,,,,,,
chr11,84295,NAG,NAG,,,,,,,,
chr12,1002214,NAG,NAG,,,,,,,,
chr12,1006047, YLR434C, - Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF TSR2/YLR435W,,,,,,,
chr12,1012271,NAG,NAG,,,,,,,,
chr12,1012275,NAG,NAG,,,,,,,,
chr12,1012321,NAG,NAG,,,,,,,,
chr12,1012324,NAG,NAG,,,,,,,,
chr12,1015482,NAG,NAG,,,,,,,,
chr12,1025001,NAG,NAG,,,,,,,,
chr12,1032127,NAG,NAG,,,,,,,,
chr12,1053293,NAG,NAG,,,,,,,,
chr12,105616, YLL020C, - Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified gene KNS1,,,,,,,
chr12,1056969,NAG,NAG,,,,,,,,
chr12,1059677,NAG,NAG,,,,,,,,
chr12,1062835,NAG,NAG,,,,,,,,
chr12,1062841,NAG,NAG,,,,,,,,
chr12,1064957, TEL12R, - Telomeric region on the right arm of Chromosome XII, composed of an X element core sequence, X element combinatorial repeats, two distinct regions of telomeric repeats, and two long Y' elements,,,,
chr12,1064959, TEL12R, - Telomeric region on the right arm of Chromosome XII, composed of an X element core sequence, X element combinatorial repeats, two distinct regions of telomeric repeats, and two long Y' elements,,,,
chr12,1065029, TEL12R, - Telomeric region on the right arm of Chromosome XII, composed of an X element core sequence, X element combinatorial repeats, two distinct regions of telomeric repeats, and two long Y' elements,,,,
chr12,109073,NAG,NAG,,,,,,,,
chr12,109468,NAG,NAG,,,,,,,,
chr12,122007,NAG,NAG,,,,,,,,
chr12,123596, YLL013C,PUF3 - Protein of the mitochondrial outer surface, links the Arp2/3 complex with the mitochore during anterograde mitochondrial movement; also binds to and promotes degradation of mRNAs for select nuclear-encoded mitochondrial proteins,,,,,,,
chr12,123743, YLL013C,PUF3 - Protein of the mitochondrial outer surface, links the Arp2/3 complex with the mitochore during anterograde mitochondrial movement; also binds to and promotes degradation of mRNAs for select nuclear-encoded mitochondrial proteins,,,,,,,
chr12,129226,NAG,NAG,,,,,,,,
chr12,130034, YLL010C,PSR1 - Plasma membrane associated protein phosphatase involved in the general stress response; required along with binding partner Whi2p for full activation of STRE-mediated gene expression, possibly through dephosphorylation of Msn2p,,,,,,,
chr12,130083, YLL010C,PSR1 - Plasma membrane associated protein phosphatase involved in the general stress response; required along with binding partner Whi2p for full activation of STRE-mediated gene expression, possibly through dephosphorylation of Msn2p,,,,,,,
chr12,130903,NAG,NAG,,,,,,,,
chr12,132144, YLL008W,DRS1 - Nucleolar DEAD-box protein required for ribosome assembly and function, including synthesis of 60S ribosomal subunits; constituent of 66S pre-ribosomal particles,,,,,,,
chr12,143452, YLL003W,SFI1 - Centrin (Cdc31p)-binding protein required for spindle pole body (SPB) duplication, localizes to the half-bridge of the SPB, required for progression through G(2)-M transition, has similarity to Xenopus laevis XCAP-C,,,,,
chr12,143752, YLL003W,SFI1 - Centrin (Cdc31p)-binding protein required for spindle pole body (SPB) duplication, localizes to the half-bridge of the SPB, required for progression through G(2)-M transition, has similarity to Xenopus laevis XCAP-C,,,,,
chr12,150435,NAG,NAG,,,,,,,,
chr12,150468,NAG,NAG,,,,,,,,
chr12,150469,NAG,NAG,,,,,,,,
chr12,150470,NAG,NAG,,,,,,,,
chr12,151453, YLR001C, - Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; predicted to be palmitoylated,,,,,,,
chr12,152081, YLR001C, - Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; predicted to be palmitoylated,,,,,,,
chr12,168678,NAG,NAG,,,,,,,,
chr12,168681,NAG,NAG,,,,,,,,
chr12,174195, YLR014C,PPR1 - Zinc finger transcription factor containing a Zn(2)-Cys(6) binuclear cluster domain, positively regulates transcription of genes involved in uracil biosynthesis; activity may be modulated by interaction with Tup1p,,,,,,,
chr12,177586,NAG,NAG,,,,,,,,
chr12,178474, YLR017W,MEU1 - Methylthioadenosine phosphorylase (MTAP), catalyzes the initial step in the methionine salvage pathway; affects polyamine biosynthesis through regulation of ornithine decarboxylase (Spe1p) activity; regulates ADH2 gene expression,,,,,,,
chr12,178531, YLR017W,MEU1 - Methylthioadenosine phosphorylase (MTAP), catalyzes the initial step in the methionine salvage pathway; affects polyamine biosynthesis through regulation of ornithine decarboxylase (Spe1p) activity; regulates ADH2 gene expression,,,,,,,
chr12,179121, YLR018C,POM34 - Integral membrane protein of the nuclear pore; has an important role in maintaining the architecture of the pore complex,,,,,,,,
chr12,179135, YLR018C,POM34 - Integral membrane protein of the nuclear pore; has an important role in maintaining the architecture of the pore complex,,,,,,,,
chr12,180683, YLR019W,PSR2 - Functionally redundant Psr1p homolog, a plasma membrane phosphatase involved in the general stress response; required with Psr1p and Whi2p for full activation of STRE-mediated gene expression, possibly through dephosphorylation of Msn2p,,,,,,
chr12,180796, YLR019W,PSR2 - Functionally redundant Psr1p homolog, a plasma membrane phosphatase involved in the general stress response; required with Psr1p and Whi2p for full activation of STRE-mediated gene expression, possibly through dephosphorylation of Msn2p,,,,,,
chr12,180960, YLR019W,PSR2 - Functionally redundant Psr1p homolog, a plasma membrane phosphatase involved in the general stress response; required with Psr1p and Whi2p for full activation of STRE-mediated gene expression, possibly through dephosphorylation of Msn2p,,,,,,
chr12,186083, YLR023C,IZH3 - Membrane protein involved in zinc ion homeostasis, member of the four-protein IZH family, expression induced by zinc deficiency; deletion reduces sensitivity to elevated zinc and shortens lag phase, overexpression reduces Zap1p activity,,,,,
chr12,191296, YLR024C,UBR2 - Cytoplasmic ubiquitin-protein ligase (E3); required for ubiquitylation of Rpn4p; mediates formation of a Mub1p-Ubr2p-Rad6p complex,,,,,,,,
chr12,193384,NAG,NAG,,,,,,,,
chr12,193517,NAG,NAG,,,,,,,,
chr12,195133, YLR025W,SNF7 - One of four subunits of the endosomal sorting complex required for transport III (ESCRT-III); involved in the sorting of transmembrane proteins into the multivesicular body (MVB) pathway; recruited from the cytoplasm to endosomal membranes,,,,,,,,
chr12,196750,NAG,NAG,,,,,,,,
chr12,232144,NAG,NAG,,,,,,,,
chr12,243644,NAG,NAG,,,,,,,,
chr12,246210,NAG,NAG,,,,,,,,
chr12,247694, YLR052W,IES3 - Subunit of the INO80 chromatin remodeling complex,,,,,,,,
chr12,251194,NAG,NAG,,,,,,,,
chr12,263199, YLR061W,RPL22A - Protein component of the large (60S) ribosomal subunit, has similarity to Rpl22Bp and to rat L22 ribosomal protein,,,,,,,
chr12,279869, YLR072W, - Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern; YLR072W is not an esssential gene,,,,,,,,
chr12,280996,NAG,NAG,,,,,,,,
chr12,298644, YLR084C,RAX2 - N-glycosylated protein involved in the maintenance of bud site selection during bipolar budding; localization requires Rax1p; RAX2 mRNA stability is regulated by Mpt5p,,,,,,,,
chr12,299209, YLR084C,RAX2 - N-glycosylated protein involved in the maintenance of bud site selection during bipolar budding; localization requires Rax1p; RAX2 mRNA stability is regulated by Mpt5p,,,,,,,,
chr12,299734, YLR084C,RAX2 - N-glycosylated protein involved in the maintenance of bud site selection during bipolar budding; localization requires Rax1p; RAX2 mRNA stability is regulated by Mpt5p,,,,,,,,
chr12,302332, YLR086W,SMC4 - Subunit of the condensin complex; reorganizes chromosomes during cell division; forms a complex with Smc2p that has ATP-hydrolyzing and DNA-binding activity; required for tRNA gene clustering at the nucleolus; potential Cdc28p substrate,,,,,,,,
chr12,302764, YLR086W,SMC4 - Subunit of the condensin complex; reorganizes chromosomes during cell division; forms a complex with Smc2p that has ATP-hydrolyzing and DNA-binding activity; required for tRNA gene clustering at the nucleolus; potential Cdc28p substrate,,,,,,,,
chr12,305324, YLR086W,SMC4 - Subunit of the condensin complex; reorganizes chromosomes during cell division; forms a complex with Smc2p that has ATP-hydrolyzing and DNA-binding activity; required for tRNA gene clustering at the nucleolus; potential Cdc28p substrate,,,,,,,,
chr12,306415, YLR086W,SMC4 - Subunit of the condensin complex; reorganizes chromosomes during cell division; forms a complex with Smc2p that has ATP-hydrolyzing and DNA-binding activity; required for tRNA gene clustering at the nucleolus; potential Cdc28p substrate,,,,,,,,
chr12,306620,NAG,NAG,,,,,,,,
chr12,30835, YLL055W,YCT1 - High-affinity cysteine-specific transporter with similarity to the Dal5p family of transporters; green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum; YCT1 is not an essential gene,,,,,,,,
chr12,310983, YLR087C,CSF1 - Protein required for fermentation at low temperature; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies,,,,,,,
chr12,313107, YLR087C,CSF1 - Protein required for fermentation at low temperature; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies,,,,,,,
chr12,313374, YLR087C,CSF1 - Protein required for fermentation at low temperature; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies,,,,,,,
chr12,313848, YLR087C,CSF1 - Protein required for fermentation at low temperature; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies,,,,,,,
chr12,315383, YLR087C,CSF1 - Protein required for fermentation at low temperature; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies,,,,,,,
chr12,328635, YLR094C,GIS3 - Protein of unknown function,,,,,,,,
chr12,329729, YLR095C,IOC2 - Member of a complex (Isw1b) with Isw1p and Ioc4p that exhibits nucleosome-stimulated ATPase activity and acts within coding regions to coordinate transcription elongation with termination and processing, contains a PHD finger motif,,,,,,,
