CODE	GENE	ID	FUNCTION	PROCESS	COMPONENT
YEAST|SGD=S000003949|UniProtKB=P31539	HSP104	Heat shock protein 104;HSP104;PTN000181277;orthologs	ATP binding(GO:0005524);ATP hydrolysis activity(GO:0016887);ADP binding(GO:0043531);unfolded protein binding(GO:0051082);protein-folding chaperone binding(GO:0051087)	cellular response to heat(GO:0034605);protein folding in endoplasmic reticulum(GO:0034975);stress granule disassembly(GO:0035617);protein refolding(GO:0042026);protein unfolding(GO:0043335);chaperone cofactor-dependent protein refolding(GO:0051085);cellular heat acclimation(GO:0070370);trehalose metabolism in response to heat stress(GO:0070414)	nucleus(GO:0005634);cytoplasm(GO:0005737);cytosol(GO:0005829);nuclear periphery(GO:0034399);TRC complex(GO:0072380)
YEAST|SGD=S000005543|UniProtKB=P32606	PET127	Putative mitochondrial translation system component PET127;PET127;PTN000772646;orthologs	molecular_function(GO:0003674)	mitochondrial RNA metabolic process(GO:0000959);mitochondrial RNA 5'-end processing(GO:0000964)	mitochondrion(GO:0005739);mitochondrial envelope(GO:0005740)
YEAST|SGD=S000000437|UniProtKB=P38151	PBP2	PAB1-binding protein 2;PBP2;PTN000032754;orthologs	RNA binding(GO:0003723);mRNA binding(GO:0003729)	telomere maintenance(GO:0000723);regulation of gene expression(GO:0010468);regulation of RNA metabolic process(GO:0051252)	nucleus(GO:0005634);cytoplasm(GO:0005737);ribonucleoprotein complex(GO:1990904)
YEAST|SGD=S000006345|UniProtKB=P17119	KAR3	Kinesin-like protein KAR3;KAR3;PTN002380241;orthologs	cytoskeletal motor activity(GO:0003774);microtubule motor activity(GO:0003777);ATP binding(GO:0005524);microtubule binding(GO:0008017);minus-end-directed microtubule motor activity(GO:0008569);isomerase activity(GO:0016853)	mitotic cell cycle(GO:0000278);karyogamy(GO:0000741);karyogamy involved in conjugation with cellular fusion(GO:0000742);nuclear migration involved in conjugation with cellular fusion(GO:0000743);microtubule-based movement(GO:0007018);chromosome segregation(GO:0007059);mitotic sister chromatid cohesion(GO:0007064);cell division(GO:0051301);meiotic cell cycle(GO:0051321);regulation of mitotic spindle organization(GO:0060236)	spindle pole(GO:0000922);nucleus(GO:0005634);chromosome(GO:0005694);cytoplasm(GO:0005737);spindle pole body(GO:0005816);spindle(GO:0005819);cytoskeleton(GO:0005856);microtubule(GO:0005874);cytoplasmic microtubule(GO:0005881)
YEAST|SGD=S000004289|UniProtKB=Q05900	YHC1	U1 small nuclear ribonucleoprotein C;YHC1;PTN001259541;orthologs	nucleic acid binding(GO:0003676);RNA binding(GO:0003723);mRNA binding(GO:0003729);zinc ion binding(GO:0008270);U1 snRNA binding(GO:0030619);pre-mRNA 5'-splice site binding(GO:0030627);metal ion binding(GO:0046872)	spliceosomal snRNP assembly(GO:0000387);mRNA 5'-splice site recognition(GO:0000395);mRNA splicing, via spliceosome(GO:0000398);positive regulation of RNA binding(GO:1905216)	commitment complex(GO:0000243);nucleus(GO:0005634);U1 snRNP(GO:0005685);U2-type prespliceosome(GO:0071004);ribonucleoprotein complex(GO:1990904)
YEAST|SGD=S000003288|UniProtKB=P53236	RSC1	Chromatin structure-remodeling complex subunit RSC1;RSC1;PTN000412212;orthologs	chromatin binding(GO:0003682);ATP-dependent activity, acting on DNA(GO:0008094)	double-strand break repair(GO:0006302);double-strand break repair via nonhomologous end joining(GO:0006303);chromatin organization(GO:0006325);nucleosome disassembly(GO:0006337);chromatin remodeling(GO:0006338);transcription by RNA polymerase II(GO:0006366);transcription elongation by RNA polymerase II(GO:0006368);sporulation resulting in formation of a cellular spore(GO:0030435)	nucleus(GO:0005634);RSC-type complex(GO:0016586)
YEAST|SGD=S000003091|UniProtKB=P25443	RPS2	Small ribosomal subunit protein uS5;RPS2;PTN000346823;orthologs	RNA binding(GO:0003723);structural constituent of ribosome(GO:0003735);protein binding(GO:0005515);small ribosomal subunit rRNA binding(GO:0070181)	ribosomal subunit export from nucleus(GO:0000054);rRNA processing(GO:0006364);translation(GO:0006412);ribosome biogenesis(GO:0042254);positive regulation of translational fidelity(GO:0045903)	nucleus(GO:0005634);nucleoplasm(GO:0005654);nucleolus(GO:0005730);cytoplasm(GO:0005737);cytosol(GO:0005829);ribosome(GO:0005840);small ribosomal subunit(GO:0015935);cytosolic small ribosomal subunit(GO:0022627);small-subunit processome(GO:0032040);ribonucleoprotein complex(GO:1990904)
YEAST|SGD=S000001369|UniProtKB=P40433	PFK26	6-phosphofructo-2-kinase 1;PFK26;PTN000064543;orthologs	6-phosphofructo-2-kinase activity(GO:0003873);ATP binding(GO:0005524);kinase activity(GO:0016301)	fructose metabolic process(GO:0006000);fructose 2,6-bisphosphate metabolic process(GO:0006003);carbohydrate phosphorylation(GO:0046835)	cytoplasm(GO:0005737);cytosol(GO:0005829)
YEAST|SGD=S000000318|UniProtKB=P31244	RAD16	DNA repair protein RAD16;RAD16;PTN002245757;orthologs	DNA binding(GO:0003677);helicase activity(GO:0004386);ubiquitin-protein transferase activity(GO:0004842);ATP binding(GO:0005524);ATP-dependent activity, acting on DNA(GO:0008094);zinc ion binding(GO:0008270);hydrolase activity(GO:0016787);metal ion binding(GO:0046872);ATP-dependent chromatin remodeler activity(GO:0140658)	nucleotide-excision repair, DNA damage recognition(GO:0000715);DNA repair(GO:0006281);nucleotide-excision repair(GO:0006289);chromatin remodeling(GO:0006338);ubiquitin-dependent protein catabolic process(GO:0006511);protein localization(GO:0008104)	nucleotide-excision repair factor 4 complex(GO:0000113);nucleus(GO:0005634);Cul3-RING ubiquitin ligase complex(GO:0031463)
YEAST|SGD=S000000968|UniProtKB=P32660	DNF1	Phospholipid-transporting ATPase DNF1;DNF1;PTN000642763;orthologs	magnesium ion binding(GO:0000287);ATP binding(GO:0005524);ATP hydrolysis activity(GO:0016887);metal ion binding(GO:0046872);phosphatidylcholine floppase activity(GO:0090554);phosphatidylethanolamine flippase activity(GO:0090555);phosphatidylserine floppase activity(GO:0090556);ATPase-coupled intramembrane lipid transporter activity(GO:0140326);phosphatidylcholine flippase activity(GO:0140345);phosphatidylserine flippase activity(GO:0140346);glycosylceramide flippase activity(GO:0140351)	lipid transport(GO:0006869);intracellular protein transport(GO:0006886);endocytosis(GO:0006897);establishment or maintenance of cell polarity(GO:0007163);phospholipid transport(GO:0015914);phospholipid translocation(GO:0045332);ceramide translocation(GO:0099040);aminophospholipid translocation(GO:0140331)	mitochondrion(GO:0005739);endosome(GO:0005768);endoplasmic reticulum(GO:0005783);Golgi apparatus(GO:0005794);plasma membrane(GO:0005886);cellular bud(GO:0005933);cellular bud neck(GO:0005935);endosome membrane(GO:0010008);membrane(GO:0016020);cell septum(GO:0030428);mating projection tip membrane(GO:0070867);cell periphery(GO:0071944);phospholipid-translocating ATPase complex(GO:1990531)
YEAST|SGD=S000004015|UniProtKB=P39929	SNF7	Vacuolar-sorting protein SNF7;SNF7;PTN000509585;orthologs	protein binding(GO:0005515)	vesicle budding from membrane(GO:0006900);vacuolar transport(GO:0007034);protein transport(GO:0015031);late endosome to vacuole transport via multivesicular body sorting pathway(GO:0032511);late endosome to vacuole transport(GO:0045324);reticulophagy(GO:0061709);intralumenal vesicle formation(GO:0070676);ATP export(GO:1904669);ESCRT III complex assembly(GO:1904902)	ESCRT III complex(GO:0000815);nucleus(GO:0005634);nuclear envelope(GO:0005635);cytoplasm(GO:0005737);endosome(GO:0005768);multivesicular body(GO:0005771);plasma membrane(GO:0005886);cytoplasmic side of plasma membrane(GO:0009898);endosome membrane(GO:0010008);endomembrane system(GO:0012505);membrane(GO:0016020);intracellular membrane-bounded organelle(GO:0043231)
YEAST|SGD=S000004135|UniProtKB=Q12530	RMP1	Ribonuclease MRP protein subunit RMP1;RMP1;PTN002208450;orthologs	rRNA primary transcript binding(GO:0042134)	nuclear-transcribed mRNA catabolic process, RNase MRP-dependent(GO:0000294);maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)(GO:0000466);rRNA processing(GO:0006364)	ribonuclease MRP complex(GO:0000172);nucleus(GO:0005634);nucleolus(GO:0005730);cytoplasm(GO:0005737);membrane(GO:0016020)
YEAST|SGD=S000006191|UniProtKB=P33311	MDL2	ATP-dependent permease MDL2, mitochondrial;MDL2;PTN000657650;orthologs	ATP binding(GO:0005524);ABC-type oligopeptide transporter activity(GO:0015421);ATP hydrolysis activity(GO:0016887);ABC-type transporter activity(GO:0140359);peptide transmembrane transporter activity(GO:1904680)	peptide transport(GO:0015833);transmembrane transport(GO:0055085);oligopeptide export from mitochondrion(GO:0090374)	mitochondrion(GO:0005739);mitochondrial inner membrane(GO:0005743);membrane(GO:0016020)
YEAST|SGD=S000000477|UniProtKB=P38349	UBX7	UBX domain-containing protein 7;UBX7;PTN000314624;orthologs	molecular_function(GO:0003674)	ubiquitin-dependent protein catabolic process(GO:0006511);sporulation resulting in formation of a cellular spore(GO:0030435);ERAD pathway(GO:0036503)	nuclear envelope(GO:0005635);endoplasmic reticulum(GO:0005783)
YEAST|SGD=S000003850|UniProtKB=P24814	GRR1	SCF E3 ubiquitin ligase complex F-box protein GRR1;GRR1;PTN000564887;orthologs	ubiquitin-protein transferase activity(GO:0004842);protein-macromolecule adaptor activity(GO:0030674)	protein polyubiquitination(GO:0000209);mitotic cell cycle G1 arrest in response to pheromone(GO:0000751);glucose metabolic process(GO:0006006);protein ubiquitination(GO:0016567);SCF-dependent proteasomal ubiquitin-dependent protein catabolic process(GO:0031146);cellular response to oxidative stress(GO:0034599);cellular response to methylmercury(GO:0071406)	cellular bud neck contractile ring(GO:0000142);nucleus(GO:0005634);cytoplasm(GO:0005737);membrane(GO:0016020);SCF ubiquitin ligase complex(GO:0019005)
YEAST|SGD=S000003391|UniProtKB=P27476	NSR1	Nuclear localization sequence-binding protein;NSR1;PTN002366340;orthologs	DNA binding(GO:0003677);RNA binding(GO:0003723);mRNA binding(GO:0003729);nuclear localization sequence binding(GO:0008139);single-stranded telomeric DNA binding(GO:0043047);G-quadruplex DNA binding(GO:0051880)	ribosomal small subunit assembly(GO:0000028);DNA recombination(GO:0006310);rRNA processing(GO:0006364);chromosome organization(GO:0051276)	nucleus(GO:0005634);nuclear envelope(GO:0005635);nucleolus(GO:0005730);mitochondrion(GO:0005739)
